"","original.FBgn","updated.FBgn","Entrez.NCBI.gene.ID","Symbol","KEGG.ID","cluster","mt","Chromosome","Location"
"FBgn0053107","FBgn0053107","FBgn0053107","326256","CG33107","dme:Dmel_CG33107",0,0,"3R",-22583351
"FBgn0053108","FBgn0053108","FBgn0053108","326257","CG33108","dme:Dmel_CG33108",0,0,"3R",23995658
"FBgn0053109","FBgn0053109","FBgn0053109","326258","CG33109","dme:Dmel_CG33109",0,0,"3R",-14220559
"FBgn0053110","FBgn0053110","FBgn0053110","42659","CG33110","dme:Dmel_CG33110",5,0,"3R",22570187
"FBgn0053111","FBgn0053111","FBgn0053111","50068","CG33111","dme:Dmel_CG33111",0,0,"3R",-23801713
"FBgn0053113","FBgn0053113","FBgn0053113","33721","Rtnl1","dme:Dmel_CG33113",3,0,"2L",-4994083
"FBgn0053116","FBgn0053116","FBgn0053116","326259","CG33116","dme:Dmel_CG33116",5,0,"2L",19533478
"FBgn0053120","FBgn0053120","FBgn0053120","326260","CG33120","dme:Dmel_CG33120",0,0,"2L",-18841399
"FBgn0053121","FBgn0053121","FBgn0053121","326261","Spn28Db","dme:Dmel_CG33121",0,0,"2L",-7889287
"FBgn0019948","FBgn0019948","FBgn0283509","37823","Phm","dme:Dmel_CG3832",0,0,"2R",-23985338
"FBgn0053125","FBgn0053125","FBgn0053125","318892","CG33125","dme:Dmel_CG33125",1,0,"2L",-2648359
"FBgn0053126","FBgn0053126","FBgn0053126","33324","NLaz","dme:Dmel_CG33126",0,0,"2L",-1359982
"FBgn0053127","FBgn0053127","FBgn0053127","318893","CG33127","dme:Dmel_CG33127",2,0,"2L",322100
"FBgn0053129","FBgn0053129","FBgn0053129","34514","CG33129","dme:Dmel_CG33129",0,0,"2L",-10965139
"FBgn0053136","FBgn0053136","FBgn0053136","318894","CG33136","dme:Dmel_CG33136",1,0,"2R",-18664682
"FBgn0053137","FBgn0053137","FBgn0053137","36449","CG33137","dme:Dmel_CG33137",0,0,"2R",13175394
"FBgn0053138","FBgn0053138","FBgn0053138","326264","AGBE","dme:Dmel_CG33138",2,0,"2R",13171400
"FBgn0019947","FBgn0019947","FBgn0284421","40260","Psn","dme:Dmel_CG18803",0,0,"3L",20432594
"FBgn0053140","FBgn0053140","FBgn0053140","35642","CG33140","dme:Dmel_CG33140",1,0,"2R",7178389
"FBgn0053143","FBgn0053143","FBgn0053143","37583","CG33143","dme:Dmel_CG33143",2,0,"2R",22614327
"FBgn0053144","FBgn0053144","FBgn0053144","36131","CG33144","dme:Dmel_CG33144",0,0,"2R",-10740395
"FBgn0053145","FBgn0053145","FBgn0053145","36279","GalT1","dme:Dmel_CG33145",0,0,"2R",-11980576
"FBgn0053147","FBgn0053147","FBgn0053147","37161","Hs3st-A","dme:Dmel_CG33147",0,0,"2R",18718113
"FBgn0053155","FBgn0053155","FBgn0053155","3772655","CG33155","dme:Dmel_CG33155",0,0,"2R",13954497
"FBgn0053156","FBgn0053156","FBgn0053156","36507","CG33156","dme:Dmel_CG33156",5,0,"2R",-13548243
"FBgn0053158","FBgn0053158","FBgn0053158","39834","CG33158","dme:Dmel_CG33158",4,0,"3L",16419596
"FBgn0053160","FBgn0053160","FBgn0053160","326265","CG33160","dme:Dmel_CG33160",0,0,"3L",-3205538
"FBgn0053169","FBgn0053169","FBgn0053169","40504","CG33169","dme:Dmel_CG33169",0,0,"3L",22863863
"FBgn0053170","FBgn0053170","FBgn0053170","326267","CG33170","dme:Dmel_CG33170",4,0,"3L",22864599
"FBgn0053172","FBgn0053172","FBgn0053172","32526","CG33172","dme:Dmel_CG33172",0,0,"X",15769663
"FBgn0053177","FBgn0053177","FBgn0053177","32438","CG33177","dme:Dmel_CG33177",0,0,"X",15081366
"FBgn0053178","FBgn0053178","FBgn0053178","318913","CG33178","dme:Dmel_CG33178",0,0,"X",15082826
"FBgn0053179","FBgn0053179","FBgn0053179","35031","beat-IIIb","dme:Dmel_CG33179",4,0,"2L",16973090
"FBgn0053180","FBgn0053180","FBgn0053180","118436","Ranbp16","dme:Dmel_CG33180",4,0,"X",-15928713
"FBgn0053181","FBgn0053181","FBgn0053181","318916","CG33181","dme:Dmel_CG33181",2,0,"X",8489814
"FBgn0053182","FBgn0053182","FBgn0053182","318918","Kdm4B","dme:Dmel_CG33182",4,0,"2R",-13185533
"FBgn0053189","FBgn0053189","FBgn0053189","326328","CG33189","dme:Dmel_CG33189",1,0,"3R",-8780112
"FBgn0053191","FBgn0053191","FBgn0053191","251270","CG33191","dme:Dmel_CG33191",1,0,"3R",-8778378
"FBgn0053192","FBgn0053192","FBgn0053192","326270","MtnD","dme:Dmel_CG33192",3,0,"3R",20534961
"FBgn0053193","FBgn0053193","FBgn0053193","252554","sav","dme:Dmel_CG33193",0,0,"3R",-23058608
"FBgn0053196","FBgn0053196","FBgn0053196","318824","dpy","dme:Dmel_CG33196",3,0,"2L",-4479470
"FBgn0053198","FBgn0053198","FBgn0053198","251430","pen-2","dme:Dmel_CG33198",0,0,"2R",18277438
"FBgn0053199","FBgn0053199","FBgn0053199","326329","CG33199","dme:Dmel_CG33199",0,0,"2R",-8947680
"FBgn0053202","FBgn0053202","FBgn0053202","40800","dpr11","dme:Dmel_CG33202",0,0,"3R",-6530300
"FBgn0053203","FBgn0053203","FBgn0053203","43414","CG33203","dme:Dmel_CG33203",0,0,"3R",-28870605
"FBgn0053207","FBgn0053207","FBgn0053207","41899","pxb","dme:Dmel_CG33207",0,0,"3R",15666182
"FBgn0053208","FBgn0053208","FBgn0053208","41225","Mical","dme:Dmel_CG33208",0,0,"3R",-10018242
"FBgn0053213","FBgn0053213","FBgn0053213","338395","CG33213","dme:Dmel_CG33213",0,0,"3R",-27918181
"FBgn0053217","FBgn0053217","FBgn0053217","2768951","CG33217","dme:Dmel_CG33217",0,0,"3L",23126024
"FBgn0053218","FBgn0053218","FBgn0053218","12798099","CR33218","dme:Dmel_CR33218",1,0,"X",2330158
"FBgn0053221","FBgn0053221","FBgn0053221","12798104","CR33221","",1,0,"0",NA
"FBgn0053222","FBgn0053222","FBgn0053222","8674045","CR33222","",1,0,"0",NA
"FBgn0053223","FBgn0053223","FBgn0053223","2768867","CG33223","dme:Dmel_CG33223",1,0,"X",-8465689
"FBgn0053225","FBgn0053225","FBgn0053225","2768860","CG33225","dme:Dmel_CG33225",1,0,"2R",21590431
"FBgn0053229","FBgn0053229","FBgn0053229","2768996","CG33229","dme:Dmel_CG33229",3,0,"3L",224105
"FBgn0053230","FBgn0053230","FBgn0053230","2768998","CG33230","dme:Dmel_CG33230",5,0,"3L",1618413
"FBgn0053233","FBgn0053233","FBgn0053233","2769005","CG33233","dme:Dmel_CG33233",1,0,"3L",2659638
"FBgn0053234","FBgn0053234","FBgn0053234","2769006","CG33234","dme:Dmel_CG33234",1,0,"3L",2661621
"FBgn0053236","FBgn0053236","FBgn0053236","2768873","Ste:CG33236","dme:Dmel_CG33236",4,0,"X",-14060701
"FBgn0053237","FBgn0053237","FBgn0053237","2768872","Ste:CG33237","dme:Dmel_CG33237",4,0,"X",-14046771
"FBgn0053238","FBgn0053238","FBgn0053238","2768902","Ste:CG33238","dme:Dmel_CG33238",4,0,"X",-14058163
"FBgn0053239","FBgn0053239","FBgn0053239","2768901","Ste:CG33239","dme:Dmel_CG33239",4,0,"X",-14049279
"FBgn0053240","FBgn0053240","FBgn0053240","2768900","Ste:CG33240","dme:Dmel_CG33240",4,0,"X",-14048010
"FBgn0053241","FBgn0053241","FBgn0053241","2768899","Ste:CG33241","dme:Dmel_CG33241",4,0,"X",-14053086
"FBgn0053242","FBgn0053242","FBgn0053242","2768898","Ste:CG33242","dme:Dmel_CG33242",4,0,"X",-14053086
"FBgn0053243","FBgn0053243","FBgn0053243","2768897","Ste:CG33243","dme:Dmel_CG33243",4,0,"X",-14051817
"FBgn0053244","FBgn0053244","FBgn0053244","2768896","Ste:CG33244","dme:Dmel_CG33244",4,0,"X",-14049279
"FBgn0053245","FBgn0053245","FBgn0053245","2768906","Ste:CG33245","dme:Dmel_CG33245",4,0,"X",-14049279
"FBgn0053246","FBgn0053246","FBgn0053246","2768905","Ste:CG33246","dme:Dmel_CG33246",4,0,"X",-14048010
"FBgn0053247","FBgn0053247","FBgn0053247","2768904","Ste:CG33247","dme:Dmel_CG33247",4,0,"X",-14046771
"FBgn0053252","FBgn0053252","FBgn0053252","2768903","CG33252","dme:Dmel_CG33252",1,0,"X",-16896214
"FBgn0053258","FBgn0053258","FBgn0053258","3885664","CG33258","dme:Dmel_CG33258",0,0,"3L",16082550
"FBgn0053260","FBgn0053260","FBgn0053260","2768977","CG33260","dme:Dmel_CG33260",0,0,"3L",-14760519
"FBgn0053265","FBgn0053265","FBgn0053265","2768990","Muc68E","dme:Dmel_CG33265",0,0,"3L",-11967342
"FBgn0053267","FBgn0053267","FBgn0053267","2768969","CG33267","dme:Dmel_CG33267",0,0,"3L",11564482
"FBgn0053276","FBgn0053276","FBgn0053276","2768949","Urm1","dme:Dmel_CG33276",0,0,"3L",-7639810
"FBgn0053278","FBgn0053278","FBgn0053278","2768946","CG33278","dme:Dmel_CG33278",1,0,"3L",7450852
"FBgn0053281","FBgn0053281","FBgn0053281","2768938","CG33281","dme:Dmel_CG33281",0,0,"2L",3324236
"FBgn0053282","FBgn0053282","FBgn0053282","2768939","CG33282","dme:Dmel_CG33282",3,0,"2L",3327902
"FBgn0053284","FBgn0053284","FBgn0053284","2768989","CG33284","dme:Dmel_CG33284",1,0,"3L",21123752
"FBgn0053285","FBgn0053285","FBgn0053285","2768988","CG33285","dme:Dmel_CG33285",1,0,"3L",-21088222
"FBgn0053286","FBgn0053286","FBgn0053286","2768984","CG33286","dme:Dmel_CG33286",1,0,"3L",-20970811
"FBgn0053287","FBgn0053287","FBgn0053287","2768986","CG33287","dme:Dmel_CG33287",1,0,"3L",-20966765
"FBgn0053288","FBgn0053288","FBgn0053288","2768968","CG33288","dme:Dmel_CG33288",0,0,"3L",21427789
"FBgn0053290","FBgn0053290","FBgn0053290","2768993","CG33290","dme:Dmel_CG33290",5,0,"3L",21542358
"FBgn0053293","FBgn0053293","FBgn0053293","2768659","CG33293","dme:Dmel_CG33293",1,0,"3R",-5240013
"FBgn0053294","FBgn0053294","FBgn0053294","3772637","CR33294","",0,0,"0",NA
"FBgn0053296","FBgn0053296","FBgn0053296","2768941","CG33296","dme:Dmel_CG33296",0,0,"2L",-7714068
"FBgn0053300","FBgn0053300","FBgn0053300","2768931","Muc30E","dme:Dmel_CG33300",1,0,"2L",-9897819
"FBgn0053301","FBgn0053301","FBgn0053301","2768917","CG33301","dme:Dmel_CG33301",2,0,"2L",10049579
"FBgn0053302","FBgn0053302","FBgn0053302","2768918","Cpr31A","dme:Dmel_CG33302",0,0,"2L",10054212
"FBgn0053303","FBgn0053303","FBgn0053303","2768916","CG33303","dme:Dmel_CG33303",5,0,"2L",-10373368
"FBgn0053306","FBgn0053306","FBgn0053306","2768915","CG33306","dme:Dmel_CG33306",0,0,"2L",-13842887
"FBgn0053307","FBgn0053307","FBgn0053307","2768914","CG33307","dme:Dmel_CG33307",0,0,"2L",-13839261
"FBgn0053309","FBgn0053309","FBgn0053309","2768926","CG33309","dme:Dmel_CG33309",1,0,"2L",14810760
"FBgn0053310","FBgn0053310","FBgn0053310","2768910","CG33310","dme:Dmel_CG33310",1,0,"2L",15026881
"FBgn0053317","FBgn0053317","FBgn0053317","8674083","CR33317","",0,0,"0",NA
"FBgn0053318","FBgn0053318","FBgn0053318","3771976","CR33318","",1,0,"0",NA
"FBgn0053319","FBgn0053319","FBgn0053319","3772025","CR33319","",1,0,"0",NA
"FBgn0053322","FBgn0053322","FBgn0053322","2768932","CG33322","dme:Dmel_CG33322",1,0,"2L",-20814336
"FBgn0053325","FBgn0053325","FBgn0053325","2768664","CG33325","dme:Dmel_CG33325",4,0,"3R",-8678953
"FBgn0053329","FBgn0053329","FBgn0053329","2768666","Sp212","dme:Dmel_CG33329",0,0,"3R",-14222073
"FBgn0053337","FBgn0053337","FBgn0053337","2768678","CG33337","dme:Dmel_CG33337",0,0,"3R",-23590140
"FBgn0053339","FBgn0053339","FBgn0053339","2768681","CG33339","dme:Dmel_CG33339",0,0,"3R",24361846
"FBgn0053340","FBgn0053340","FBgn0053340","2768682","CG33340","dme:Dmel_CG33340",1,0,"3R",24363137
"FBgn0053346","FBgn0053346","FBgn0053346","2768690","CG33346","dme:Dmel_CG33346",0,0,"3R",28669232
"FBgn0053353","FBgn0053353","FBgn0053353","3771903","5SrRNA:CR33353","dme:Dmel_CR33353",0,0,"2R",-19730303
"FBgn0053354","FBgn0053354","FBgn0053354","3772306","5SrRNA:CR33354","dme:Dmel_CR33354",0,0,"2R",-19730303
"FBgn0053355","FBgn0053355","FBgn0053355","3771980","5SrRNA:CR33355","dme:Dmel_CR33355",0,0,"2R",-19730303
"FBgn0053356","FBgn0053356","FBgn0053356","3771765","5SrRNA-Psi:CR33356","",0,0,"0",NA
"FBgn0053357","FBgn0053357","FBgn0053357","3771929","5SrRNA:CR33357","dme:Dmel_CR33357",0,0,"2R",-19729920
"FBgn0053358","FBgn0053358","FBgn0053358","3772704","5SrRNA:CR33358","dme:Dmel_CR33358",1,0,"2R",-19729920
"FBgn0053359","FBgn0053359","FBgn0053359","3772352","5SrRNA:CR33359","dme:Dmel_CR33359",1,0,"2R",-19729920
"FBgn0053360","FBgn0053360","FBgn0053360","3772136","5SrRNA:CR33360","dme:Dmel_CR33360",1,0,"2R",-19729920
"FBgn0053361","FBgn0053361","FBgn0053361","3771810","5SrRNA:CR33361","dme:Dmel_CR33361",0,0,"2R",-19730303
"FBgn0053362","FBgn0053362","FBgn0053362","3772620","5SrRNA:CR33362","dme:Dmel_CR33362",1,0,"2R",-19729920
"FBgn0053363","FBgn0053363","FBgn0053363","3772399","5SrRNA-Psi:CR33363","",0,0,"0",NA
"FBgn0053364","FBgn0053364","FBgn0053364","3772170","5SrRNA:CR33364","dme:Dmel_CR33364",0,0,"2R",-19736985
"FBgn0053365","FBgn0053365","FBgn0053365","3771950","5SrRNA:CR33365","dme:Dmel_CR33365",0,0,"2R",-19736985
"FBgn0053366","FBgn0053366","FBgn0053366","3772469","5SrRNA:CR33366","dme:Dmel_CR33366",0,0,"2R",-19761342
"FBgn0053368","FBgn0053368","FBgn0053368","3772044","5SrRNA:CR33368","dme:Dmel_CR33368",0,0,"2R",-19729920
"FBgn0053369","FBgn0053369","FBgn0053369","3771831","5SrRNA:CR33369","dme:Dmel_CR33369",0,0,"2R",-19730303
"FBgn0053370","FBgn0053370","FBgn0053370","3771862","5SrRNA:CR33370","dme:Dmel_CR33370",1,0,"2R",-19729920
"FBgn0053372","FBgn0053372","FBgn0053372","3772695","5SrRNA:CR33372","dme:Dmel_CR33372",0,0,"2R",-19730303
"FBgn0053373","FBgn0053373","FBgn0053373","3772417","5SrRNA:CR33373","dme:Dmel_CR33373",1,0,"2R",-19729920
"FBgn0053374","FBgn0053374","FBgn0053374","3772009","5SrRNA:CR33374","dme:Dmel_CR33374",1,0,"2R",-19729920
"FBgn0053375","FBgn0053375","FBgn0053375","3771737","5SrRNA:CR33375","dme:Dmel_CR33375",0,0,"2R",-19733287
"FBgn0053376","FBgn0053376","FBgn0053376","3772572","5SrRNA:CR33376","dme:Dmel_CR33376",1,0,"2R",-19729920
"FBgn0053377","FBgn0053377","FBgn0053377","3772287","5SrRNA:CR33377","dme:Dmel_CR33377",1,0,"2R",-19729920
"FBgn0053378","FBgn0053378","FBgn0053378","3772386","5SrRNA:CR33378","dme:Dmel_CR33378",0,0,"2R",-19730669
"FBgn0053379","FBgn0053379","FBgn0053379","3772545","5SrRNA:CR33379","dme:Dmel_CR33379",1,0,"2R",-19729920
"FBgn0053380","FBgn0053380","FBgn0053380","3772328","5SrRNA:CR33380","dme:Dmel_CR33380",0,0,"2R",-19729920
"FBgn0053381","FBgn0053381","FBgn0053381","3772363","5SrRNA:CR33381","dme:Dmel_CR33381",1,0,"2R",-19729920
"FBgn0053382","FBgn0053382","FBgn0053382","3772142","5SrRNA:CR33382","dme:Dmel_CR33382",1,0,"2R",-19729920
"FBgn0053383","FBgn0053383","FBgn0053383","3771944","5SrRNA:CR33383","dme:Dmel_CR33383",1,0,"2R",-19729920
"FBgn0053384","FBgn0053384","FBgn0053384","3772478","5SrRNA:CR33384","dme:Dmel_CR33384",1,0,"2R",-19729920
"FBgn0053385","FBgn0053385","FBgn0053385","3772241","5SrRNA:CR33385","dme:Dmel_CR33385",1,0,"2R",-19729920
"FBgn0053386","FBgn0053386","FBgn0053386","3772038","5SrRNA:CR33386","dme:Dmel_CR33386",1,0,"2R",-19729920
"FBgn0053387","FBgn0053387","FBgn0053387","3772703","5SrRNA:CR33387","dme:Dmel_CR33387",1,0,"2R",-19729920
"FBgn0053388","FBgn0053388","FBgn0053388","3772414","5SrRNA:CR33388","dme:Dmel_CR33388",0,0,"2R",-19729920
"FBgn0053389","FBgn0053389","FBgn0053389","3772010","5SrRNA:CR33389","dme:Dmel_CR33389",0,0,"2R",-19730303
"FBgn0053390","FBgn0053390","FBgn0053390","3771742","5SrRNA:CR33390","dme:Dmel_CR33390",0,0,"2R",-19730303
"FBgn0053391","FBgn0053391","FBgn0053391","3772578","5SrRNA:CR33391","dme:Dmel_CR33391",0,0,"2R",-19733287
"FBgn0053392","FBgn0053392","FBgn0053392","3772284","5SrRNA:CR33392","dme:Dmel_CR33392",1,0,"2R",-19729920
"FBgn0053393","FBgn0053393","FBgn0053393","3772388","5SrRNA:CR33393","dme:Dmel_CR33393",0,0,"2R",-19729920
"FBgn0053394","FBgn0053394","FBgn0053394","3772115","5SrRNA:CR33394","dme:Dmel_CR33394",0,0,"2R",-19729920
"FBgn0053395","FBgn0053395","FBgn0053395","3772685","5SrRNA:CR33395","dme:Dmel_CR33395",1,0,"2R",-19729920
"FBgn0053396","FBgn0053396","FBgn0053396","3772243","5SrRNA:CR33396","dme:Dmel_CR33396",1,0,"2R",-19729920
"FBgn0053397","FBgn0053397","FBgn0053397","3771979","5SrRNA:CR33397","dme:Dmel_CR33397",1,0,"2R",-19729920
"FBgn0053398","FBgn0053398","FBgn0053398","3771820","5SrRNA:CR33398","dme:Dmel_CR33398",0,0,"2R",-19730669
"FBgn0053399","FBgn0053399","FBgn0053399","3772534","5SrRNA:CR33399","dme:Dmel_CR33399",0,0,"2R",-19730303
"FBgn0053400","FBgn0053400","FBgn0053400","3772642","5SrRNA:CR33400","dme:Dmel_CR33400",0,0,"2R",-19733287
"FBgn0053401","FBgn0053401","FBgn0053401","3772348","5SrRNA:CR33401","dme:Dmel_CR33401",0,0,"2R",-19733287
"FBgn0053402","FBgn0053402","FBgn0053402","3772184","5SrRNA:CR33402","dme:Dmel_CR33402",0,0,"2R",-19733287
"FBgn0053403","FBgn0053403","FBgn0053403","3772307","5SrRNA:CR33403","dme:Dmel_CR33403",1,0,"2R",-19729920
"FBgn0053404","FBgn0053404","FBgn0053404","3772343","5SrRNA:CR33404","dme:Dmel_CR33404",1,0,"2R",-19729920
"FBgn0053405","FBgn0053405","FBgn0053405","3772131","5SrRNA:CR33405","dme:Dmel_CR33405",0,0,"2R",-19733287
"FBgn0053406","FBgn0053406","FBgn0053406","3771930","5SrRNA:CR33406","dme:Dmel_CR33406",0,0,"2R",-19730303
"FBgn0053407","FBgn0053407","FBgn0053407","3772705","5SrRNA:CR33407","dme:Dmel_CR33407",0,0,"2R",-19733670
"FBgn0053408","FBgn0053408","FBgn0053408","3772255","5SrRNA:CR33408","dme:Dmel_CR33408",0,0,"2R",-19730303
"FBgn0053409","FBgn0053409","FBgn0053409","3772059","5SrRNA:CR33409","dme:Dmel_CR33409",0,0,"2R",-19730303
"FBgn0053410","FBgn0053410","FBgn0053410","3771839","5SrRNA:CR33410","dme:Dmel_CR33410",0,0,"2R",-19730303
"FBgn0053411","FBgn0053411","FBgn0053411","3771878","5SrRNA:CR33411","dme:Dmel_CR33411",0,0,"2R",-19730303
"FBgn0053412","FBgn0053412","FBgn0053412","3772389","5SrRNA:CR33412","dme:Dmel_CR33412",0,0,"2R",-19730303
"FBgn0053413","FBgn0053413","FBgn0053413","3772107","5SrRNA:CR33413","dme:Dmel_CR33413",1,0,"2R",-19729920
"FBgn0053414","FBgn0053414","FBgn0053414","3771961","5SrRNA:CR33414","dme:Dmel_CR33414",1,0,"2R",-19729920
"FBgn0053415","FBgn0053415","FBgn0053415","3772668","5SrRNA:CR33415","dme:Dmel_CR33415",1,0,"2R",-19729920
"FBgn0053416","FBgn0053416","FBgn0053416","3772249","5SrRNA-Psi:CR33416","",1,0,"0",NA
"FBgn0053417","FBgn0053417","FBgn0053417","3771978","5SrRNA:CR33417","dme:Dmel_CR33417",1,0,"2R",-19729920
"FBgn0053418","FBgn0053418","FBgn0053418","3771827","5SrRNA:CR33418","dme:Dmel_CR33418",0,0,"2R",-19730669
"FBgn0053419","FBgn0053419","FBgn0053419","3772528","5SrRNA:CR33419","dme:Dmel_CR33419",0,0,"2R",-19733287
"FBgn0053420","FBgn0053420","FBgn0053420","3771748","5SrRNA:CR33420","dme:Dmel_CR33420",0,0,"2R",-19733287
"FBgn0053421","FBgn0053421","FBgn0053421","3772522","5SrRNA:CR33421","dme:Dmel_CR33421",1,0,"2R",-19729920
"FBgn0053422","FBgn0053422","FBgn0053422","3772295","5SrRNA:CR33422","dme:Dmel_CR33422",0,0,"2R",-19730303
"FBgn0053423","FBgn0053423","FBgn0053423","3772092","5SrRNA:CR33423","dme:Dmel_CR33423",0,0,"2R",-19732925
"FBgn0053424","FBgn0053424","FBgn0053424","3772098","5SrRNA:CR33424","dme:Dmel_CR33424",1,0,"2R",-19729920
"FBgn0053425","FBgn0053425","FBgn0053425","3771889","5SrRNA:CR33425","dme:Dmel_CR33425",0,0,"2R",-19729920
"FBgn0053426","FBgn0053426","FBgn0053426","3772667","5SrRNA:CR33426","dme:Dmel_CR33426",1,0,"2R",-19729920
"FBgn0053427","FBgn0053427","FBgn0053427","3772445","5SrRNA:CR33427","dme:Dmel_CR33427",0,0,"2R",-19730303
"FBgn0053429","FBgn0053429","FBgn0053429","3772116","5SrRNA:CR33429","dme:Dmel_CR33429",1,0,"2R",-19729920
"FBgn0053430","FBgn0053430","FBgn0053430","3771963","5SrRNA:CR33430","dme:Dmel_CR33430",1,0,"2R",-19729920
"FBgn0053431","FBgn0053431","FBgn0053431","3772681","5SrRNA:CR33431","dme:Dmel_CR33431",1,0,"2R",-19729920
"FBgn0053432","FBgn0053432","FBgn0053432","3772260","5SrRNA:CR33432","dme:Dmel_CR33432",0,0,"2R",-19736985
"FBgn0053433","FBgn0053433","FBgn0053433","3771982","5SrRNA:CR33433","dme:Dmel_CR33433",1,0,"2R",-19729920
"FBgn0053434","FBgn0053434","FBgn0053434","3771834","5SrRNA:CR33434","dme:Dmel_CR33434",1,0,"2R",-19729920
"FBgn0053435","FBgn0053435","FBgn0053435","3772543","5SrRNA:CR33435","dme:Dmel_CR33435",1,0,"2R",-19729920
"FBgn0053436","FBgn0053436","FBgn0053436","3772001","5SrRNA:CR33436","dme:Dmel_CR33436",0,0,"2R",-19729920
"FBgn0053437","FBgn0053437","FBgn0053437","3771787","5SrRNA:CR33437","dme:Dmel_CR33437",0,0,"2R",-19729920
"FBgn0053438","FBgn0053438","FBgn0053438","3771953","5SrRNA:CR33438","dme:Dmel_CR33438",0,0,"2R",-19730303
"FBgn0053439","FBgn0053439","FBgn0053439","3772593","5SrRNA:CR33439","dme:Dmel_CR33439",1,0,"2R",-19733287
"FBgn0053440","FBgn0053440","FBgn0053440","3772377","5SrRNA:CR33440","dme:Dmel_CR33440",0,0,"2R",-19730303
"FBgn0053441","FBgn0053441","FBgn0053441","3772040","5SrRNA:CR33441","dme:Dmel_CR33441",0,0,"2R",-19733670
"FBgn0053442","FBgn0053442","FBgn0053442","3771833","5SrRNA:CR33442","dme:Dmel_CR33442",1,0,"2R",-19733287
"FBgn0053443","FBgn0053443","FBgn0053443","3772481","5SrRNA:CR33443","dme:Dmel_CR33443",0,0,"2R",-19732925
"FBgn0053444","FBgn0053444","FBgn0053444","3772252","5SrRNA:CR33444","dme:Dmel_CR33444",1,0,"2R",-19730669
"FBgn0053445","FBgn0053445","FBgn0053445","3772510","5SrRNA:CR33445","dme:Dmel_CR33445",1,0,"2R",-19729920
"FBgn0053446","FBgn0053446","FBgn0053446","3772272","5SrRNA:CR33446","dme:Dmel_CR33446",0,0,"2R",-19729920
"FBgn0053447","FBgn0053447","FBgn0053447","3772078","5SrRNA:CR33447","dme:Dmel_CR33447",0,0,"2R",-19730303
"FBgn0053448","FBgn0053448","FBgn0053448","3772103","5SrRNA:CR33448","dme:Dmel_CR33448",0,0,"2R",-19730303
"FBgn0053449","FBgn0053449","FBgn0053449","3771896","5SrRNA:CR33449","dme:Dmel_CR33449",0,0,"2R",-19730669
"FBgn0053450","FBgn0053450","FBgn0053450","3772673","5SrRNA:CR33450","dme:Dmel_CR33450",0,0,"2R",-19730303
"FBgn0053451","FBgn0053451","FBgn0053451","3772455","5SrRNA:CR33451","dme:Dmel_CR33451",1,0,"2R",-19729920
"FBgn0053452","FBgn0053452","FBgn0053452","3772017","5SrRNA:CR33452","dme:Dmel_CR33452",0,0,"2R",-19729561
"FBgn0053460","FBgn0053460","FBgn0053460","3885588","CG33460","dme:Dmel_CG33460",0,0,"2R",15694091
"FBgn0053465","FBgn0053465","FBgn0053465","3885587","CG33465","dme:Dmel_CG33465",0,0,"2R",-15819113
"FBgn0053468","FBgn0053468","FBgn0053468","2768833","CG33468","dme:Dmel_CG33468",3,0,"2R",-14606306
"FBgn0053469","FBgn0053469","FBgn0053469","2768832","CG33469","dme:Dmel_CG33469",3,0,"2R",-14605651
"FBgn0053470","FBgn0053470","FBgn0053470","2768831","CG33470","dme:Dmel_CG33470",2,0,"2R",13407011
"FBgn0053474","FBgn0053474","FBgn0053474","2768725","CG33474","dme:Dmel_CG33474",0,0,"2R",10421705
"FBgn0053481","FBgn0053481","FBgn0053481","2768865","dpr7","dme:Dmel_CG33481",0,0,"4",-247123
"FBgn0053487","FBgn0053487","FBgn0053487","19834996","CR33487","",0,0,"0",NA
"FBgn0053489","FBgn0053489","FBgn0053489","2768971","CG33489","dme:Dmel_CG33489",1,0,"3L",-11574763
"FBgn0053490","FBgn0053490","FBgn0053490","2768970","CG33490","dme:Dmel_CG33490",1,0,"3L",-11572796
"FBgn0053491","FBgn0053491","FBgn0053491","19835680","CR33491","",0,0,"0",NA
"FBgn0053493","FBgn0053493","FBgn0053493","2768994","CG33493","dme:Dmel_CG33493",3,0,"3L",-10692529
"FBgn0053494","FBgn0053494","FBgn0053494","2768686","CG33494","dme:Dmel_CG33494",3,0,"3R",-25493480
"FBgn0053496","FBgn0053496","FBgn0053496","19835427","CR33496","",0,0,"0",NA
